HS부호,한글품목명,영문품목명,성질통합분류코드,성질통합분류코드명
8460293000,무심연삭기,Centreless grinding machines,32030701,금속절삭가공기계
8460294000,프로파일(profile) 연삭기,Profile grinding machines,32030701,금속절삭가공기계
8460299000,기타,Other,32030701,금속절삭가공기계
8460310000,수치제어식,Numerically controlled,32030701,금속절삭가공기계
8460390000,기타,Other,32030701,금속절삭가공기계
8460401000,호닝머신(honing machine),Honing machines,32030701,금속절삭가공기계
8460402000,래핑머신(lapping machine),Lapping machines,32030701,금속절삭가공기계
8460900000,기타,Other,32030701,금속절삭가공기계
8461200000,쉐이핑머신(shaping machine)이나 슬로팅머신(slotting machine),Shaping or slotting machines,32030701,금속절삭가공기계
8461300000,브로칭머신(broaching machine),Broaching machines,32030701,금속절삭가공기계
0084614010,기어절삭기,Gear cutting machines,,
8461401010,수치제어식,Numerically controlled,32030701,금속절삭가공기계
8461401090,기타,Other,32030701,금속절삭가공기계
8461402000,기어연삭기ㆍ기어완성가공기,Gear grinding or gear finishing machines,32030701,금속절삭가공기계
8461500000,톱기계나 절단기,Sawing or cutting-off machines,32030701,금속절삭가공기계
8461900000,기타,Other,32030701,금속절삭가공기계
8462110000,밀폐식 형 단조기,Closed die forging machines,32030702,금속성형가공기계
8462191000,에어해머,Air hammer,32030702,금속성형가공기계
8462199000,기타,Other,32030702,금속성형가공기계
8462221000,수치제어식,Numerically controlled,32030702,금속성형가공기계
8462229000,기타,Other,32030702,금속성형가공기계
8462230000,수치제어식 프레스 브레이크(press brake),Numerically controlled press brakes,32030702,금속성형가공기계
8462240000,수치제어식 패널 굽힘기,Numerically controlled panel benders,32030702,금속성형가공기계
8462250000,수치제어식 롤 성형기,Numerically controlled roll forming machines,32030702,금속성형가공기계
8462260000,그 밖의 수치제어식 굽힘기ㆍ접음기ㆍ교정기ㆍ펼침기,"Other numerically controlled bending, folding, straightening or flattening machines",32030702,금속성형가공기계
8462291000,수치제어식,Numerically controlled,32030702,금속성형가공기계
8462299000,기타,Other,32030702,금속성형가공기계
0084623210,슬리팅(slitting) 설비,Slitting lines,,
8462321010,수치제어식,Numerically controlled,32030702,금속성형가공기계
8462321090,기타,Other,32030702,금속성형가공기계
0084623220,일정 길이 절단용 설비,Cut-to-length lines,,
8462322010,수치제어식,Numerically controlled,32030702,금속성형가공기계
8462322090,기타,Other,32030702,금속성형가공기계
8462330000,수치제어식 전단기,Numerically controlled shearing machines,32030702,금속성형가공기계
8462390000,기타,Other,32030702,금속성형가공기계
8462420000,수치제어식,Numerically controlled,32030702,금속성형가공기계
8462490000,기타,Other,32030702,금속성형가공기계
8462510000,수치제어식,Numerically controlled,32030702,금속성형가공기계
8462590000,기타,Other,32030702,금속성형가공기계
8462610000,액압식 프레스,Hydraulic presses,32030702,금속성형가공기계
8462620000,기계식 프레스,Mechanical presses,32030702,금속성형가공기계
8462630000,서보프레스,Servo-presses,32030702,금속성형가공기계
8462690000,기타,Other,32030702,금속성형가공기계
8462900000,기타,Other ,32030702,금속성형가공기계
8463100000,드로우벤치(draw-bench)[봉ㆍ관ㆍ프로파일(profile)ㆍ선이나 이와 유사한 것을 인발(引拔)하는 것으로 한정한다],"Draw-benches for bars, tubes, profiles, wire or the like",32030702,금속성형가공기계
8463200000,나사 전조기,Thread rolling machines,32030702,금속성형가공기계
8463300000,선 가공기,Machines for working wire,32030702,금속성형가공기계
8463900000,기타,Other,32030702,금속성형가공기계
8464100000,톱기계,Sawing machines,32030703,광물가공기계
8464201000,광학유리용ㆍ안경유리용,For working optical or spectacle glass,32030703,광물가공기계
8464202000,그 밖의 유리용,For working other glass,32030703,광물가공기계
8464209000,기타,Other,32030703,광물가공기계
8464901000,유리 냉간 가공용 공작기계,Machine-tools for cold working glass,32030703,광물가공기계
8464902000,콘크리트 가공용 공작기계,Machine-tools for working concrete,32030703,광물가공기계
8464903000,도자기 가공용 공작기계,Machine-tools for working ceramics,32030703,광물가공기계
8464909000,기타,Other,32030703,광물가공기계
8465101000,목재 가공용,For working wood,32030704,목재가공기계
8465109000,기타,Other,32030704,목재가공기계
8465201000,목재 가공용,For working wood,32030704,목재가공기계
8465209000,기타,Other,32030704,목재가공기계
8465911000,목재 가공용,For working wood,32030704,목재가공기계
8465919000,기타,Other,32030704,목재가공기계
8465921000,목재 가공용,For working wood,32030704,목재가공기계
8465929000,기타,Other,32030704,목재가공기계
8465931000,목재 가공용,For working wood,32030704,목재가공기계
8465939000,기타,Other,32030704,목재가공기계
8465941000,목재 가공용,For working wood,32030704,목재가공기계
8465949000,기타,Other,32030704,목재가공기계
8465951000,목재 가공용,For working wood,32030704,목재가공기계
8465959000,기타,Other,32030704,목재가공기계
8465961000,목재 가공용,For working wood,32030704,목재가공기계
8465969000,기타,Other,32030704,목재가공기계
8465991000,목재 가공용,For working wood,32030704,목재가공기계
8465999000,기타,Other,32030704,목재가공기계
8466100000,툴홀더(tool holder)와 자동개폐식 다이헤드(diehead),Tool holders and self-opening dieheads,32030706,가공공작기계 부품
8466201000,항공기용,For aircrafts,32030706,가공공작기계 부품
8466209000,기타,Other,32030706,가공공작기계 부품
8466300000,분할대와 그 밖의 기계용 특수 부착물,Dividing heads and other special attachments for machines,32030706,가공공작기계 부품
8466910000,제8464호의 기계용,For machines of heading 84.64,32030706,가공공작기계 부품
8466920000,제8465호의 기계용,For machines of heading 84.65,32030706,가공공작기계 부품
8466931000,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 기계의 것","Of machine tools of a kind used solely or principally for the manufacture of printed circuits, printed circuit assemblies, parts of heading 85.17, or parts of automatic data processing machines",32030706,가공공작기계 부품
8466939000,기타,Other,32030706,가공공작기계 부품
8466940000,제8462호나 제8463호의 기계용,For machines of heading 84.62 or 84.63,32030706,가공공작기계 부품
8467111000,착암기,Rock drillers,32020206,공기압공구
8467112000,스크루 드라이버,Screw drivers,32020206,공기압공구
8467113000,그라인더,Grinders,32020206,공기압공구
8467114000,임팩트 렌치,Impact wrench,32020206,공기압공구
8467115000,드릴,Drill,32020206,공기압공구
8467119000,기타,Other,32020206,공기압공구
8467191000,착암기,Rock drillers,32020206,공기압공구
8467199000,기타,Other,32020206,공기압공구
8467210000,각종 드릴,Drills of all kinds ,32020205,전동공구
8467220000,톱,Saws,32020205,전동공구
8467290000,기타,Other,32020205,전동공구
8467810000,체인톱,Chain saws,32020290,기타 공구류
0084678910,유압식,Hydraulic,,
8467891010,"소호 제8430.49호, 제8479.10호의 것",Of subheading 8430.49 or 8479.10,32020206,공기압공구
8467891020,"제8479.89-9010호, 제8479.89-9030호, 제8479.89-9091호의 것","Of HSK 8479.89-9010, 8479.89-9030 or 8479.89-9091",32020206,공기압공구
8467891090,기타,Other,32020206,공기압공구
8467899000,기타,Other,32020206,공기압공구
8467910000,체인톱의 것,Of chain saws,32020206,공기압공구
8467920000,압축공기식 공구의 것,Of pneumatic tools,32020206,공기압공구
8467990000,기타,Other,32020206,공기압공구
8468100000,수지식 취관(吹管),Hand-held blow pipes,32031701,용접기
8468201000,가스 용접기,Gas welding machines,32031701,용접기
8468202000,가스 자동절단기,Gas automatic cutting machines,32031701,용접기
8468209000,기타,Other,32020201,수공구
8468800000,그 밖의 기기,Other machinery and apparatus,32031701,용접기
8468900000,부분품,Parts,32031702,용접기 부품
8470103000,전자계산기,Electronic calculators,32050301,전자계산기
8470104000,계산 기능을 갖춘 포켓사이즈형 전자수첩,"Pocket-size data recording, reproducing and displaying machines with calculating functions",32050301,전자계산기
8470210000,인쇄 장치를 갖추고 있는 것,Incorporating a printing device,32050301,전자계산기
8470290000,기타,Other,32050301,전자계산기
8470300000,그 밖의 계산기,Other calculating machines,32059001,기타 정밀기계
8470500000,금전 등록기,Cash registers,32059001,기타 정밀기계
8470902000,표권 발행기,Ticket-issuing machines,32059001,기타 정밀기계
8470909000,기타,Other,32059001,기타 정밀기계
8471300000,"휴대용 자동자료처리기계(중량이 10킬로그램 이하인 것으로서 적어도 중앙처리장치, 키보드, 디스플레이를 갖추고 있는 것으로 한정한다)","Portable automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display",33030101,컴퓨터
8471411000,중앙처리장치의 자료전송량이 64비트 이상인 것으로서 주기억용량이 최소 64메가바이트 이상인 것,Those of not less than 64bit in delivering data of CPU and of not less than 64mega byte in capacity of main memory storage,33030101,컴퓨터
8471412000,중앙처리장치의 자료전송량이 32비트 이상인 것으로서 주기억용량이 최소 16메가바이트 이상인 것,Those of not less than 32bit in delivering data of CPU and of not less than 16mega byte in capacity of main memory storage,33030101,컴퓨터
8471419000,기타,Other,33030101,컴퓨터
0084714910,"처리장치(기억장치, 입력장치, 출력장치 중 한 가지나 두 가지를 동일 하우징 속에 내장한 것도 있다)","Of processing units which may contain in the same housing one or two of the following types of unit :  storage units, input units, output units",,
8471491010,중앙처리장치의 자료전송량이 64비트 이상인 것으로서 주기억용량이 최소 64메가바이트 이상인 것,Those of not less than 64 bit in delivering data of CPU and of not less than 64 mega byte in capacity of main memory storage,33030101,컴퓨터
8471491020,중앙처리장치의 자료전송량이 32비트 이상인 것으로서 주기억용량이 최소 16메가바이트 이상인 것,Those of not less than 32 bit in delivering data of CPU and of not less than 16 mega byte in capacity of main memory storage,33030101,컴퓨터
8471491090,기타,Other,33030101,컴퓨터
8471499000,기타,Other,33030101,컴퓨터
8471501000,중앙처리장치의 자료전송량이 64비트 이상인 것으로서 주기억용량이 최소 64메가바이트 이상인 것,Those of not less than 64 bit in delivering data of CPU and of not less than 64 mega byte in capacity of main memory storage,33030101,컴퓨터
8471502000,중앙처리장치의 자료전송량이 32비트 이상인 것으로서 주기억용량이 최소 16메가바이트 이상인 것,Those of not less than 32 bit in delivering data of CPU and of not less than 16 mega byte in capacity of main memory storage,33030101,컴퓨터
8471509000,기타,Other,33030101,컴퓨터
0084716010,입력장치,Input units,,
8471601010,문자(표식) 판독장치,Character (mark) readers,33030203,스캐너
8471601020,키 입력장치,Key entry system,33030290,기타 컴퓨터 주변기기
8471601030,마우스,Mouse,33030290,기타 컴퓨터 주변기기
8471601040,스캐너,Scanners,33030203,스캐너
8471601090,기타,Other,33030290,기타 컴퓨터 주변기기
8471602000,출력장치,Output units,33030290,기타 컴퓨터 주변기기
8471603000,입출력 겸용의 것,Input and output units,33030290,기타 컴퓨터 주변기기
8471701000,주기억장치(램ㆍ롬),Main storage units (RAM & ROM),33030290,기타 컴퓨터 주변기기
0084717020,보조기억장치,Peripheral storage units,,
8471702020,하드 디스크 드라이브,Hard disk drive,33030204,보조기억장치
0847170203,광디스크 드라이브,Optical disk drive,,
8471702031,씨디(CD) 드라이브,Compact disc drive,33030204,보조기억장치
8471702032,디브이디(DVD) 드라이브,Digital video disc drive,33030204,보조기억장치
8471702033,블루레이 디스크 드라이브,Blu-ray disk drive,33030204,보조기억장치
8471702039,기타,Other,33030204,보조기억장치
8471702090,기타,Other,33030204,보조기억장치
8471709000,기타,Other,33030290,기타 컴퓨터 주변기기
8471801000,사운드카드,Sound cards,33030290,기타 컴퓨터 주변기기
8471802000,비디오 카드,Video cards,33030290,기타 컴퓨터 주변기기
8471809000,기타,Other,33030290,기타 컴퓨터 주변기기
8471900000,기타,Other,33030290,기타 컴퓨터 주변기기
8472100000,등사기,Duplicating machines,32039001,기타 일반기계
8472300000,"우편물의 분류기ㆍ접음기, 우편물을 봉투나 밴드에 삽입하는 기계, 우편물의 개봉기ㆍ봉함기ㆍ실링기, 우표의 첨부기나 소인기","Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps",32039001,기타 일반기계
0084729010,현금자동처리기,Automatic banknote or cointreating machines,,
8472901010,현금자동지불기,Automatic banknote or coin dispensers,32059001,기타 정밀기계
8472901020,현금자동입금기,Automatic banknote or coin receiving machines,32059001,기타 정밀기계
8472901040,현금자동지불ㆍ입금기,Automatic banknote or coin dispensing and receiving machines,32059001,기타 정밀기계
8472901050,주화계수 포장기,Coin-counting or wrapping machines,32059001,기타 정밀기계
8472901090,기타,Other,32059001,기타 정밀기계
8472902000,등사용이나 인쇄용 자동제판기,Automatic sheet making machines for duplicating and printing,32039001,기타 일반기계
8472903000,표권발행기,Ticket-issuing machines,32059001,기타 정밀기계
8472904000,연필절삭기,Pencil-sharpening machines,13060201,문구류
8472905000,서류절단기,Paper shredders,32039001,기타 일반기계
8472909000,기타,Other,32039001,기타 일반기계
8473210000,소호 제8470.10호ㆍ제8470.21호ㆍ제8470.29호에 해당하는 전자 계산기의 것,"Of the electronic calculating machines of subheading 8470.10, 8470.21 or 8470.29",32050302,전자계산기 부품
8473291000,소호 제8470.30호의 기계의 것,Of machines of subheading 8470.30,32050302,전자계산기 부품
8473293000,소호 제8470.50호의 기계의 것,Of machines of subheading 8470.50,32059002,기타 정밀기계 부품
8473294000,소호 제8470.90호의 기계의 것,Of machines of subheading 8470.90,32059002,기타 정밀기계 부품
8473301000,자기헤드,Magnetic head,33030301,정보기기 부품
8473302000,주기판(마이크로프로세서 유닛이 장착될 수 있도록 설계제작된 것으로 한정한다),"Main board, designed to be equipped with microprocessor unit",33030290,기타 컴퓨터 주변기기
8473303000,컴퓨터 케이스,Case for computer,33030301,정보기기 부품
0084733040,카드와 보드,Cards and boards,,
8473304060,디램 모듈,DRAM modules,34010101,메모리반도체
8473304090,기타,Other,33030301,정보기기 부품
0084733090,기타,Other,,
8473309010,컴퓨터용 중앙처리장치로서 제8542호에 분류되지 않는 것,"Central processing unit(CPU) for computer, not classified in heading 85.42",33030301,정보기기 부품
8473309090,기타 ,Other,33030301,정보기기 부품
8473400000,제8472호에 해당하는 기계의 부분품과 부속품,Parts and accessories of the machines of heading 84.72,32059002,기타 정밀기계 부품
8473500000,제8470호부터 제8472호까지에 해당하는 기계 중에서 두 개 이상의 기계에 공통적으로 사용되는 부분품과 부속품,Parts and accessories equally suitable for use with machines of two or more of the headings 84.70 to 84.72,33030290,기타 컴퓨터 주변기기
8474100000,선별기ㆍ기계식 체ㆍ분리기ㆍ세척기,"Sorting, screening, separating or washing machines",32030901,광산기계
8474201000,파쇄ㆍ분쇄능력이 시간당 20톤 이하인 것,Of crushing or grinding capacity not exceeding 20 tons per hour,32030901,광산기계
8474209000,기타,Other,32030901,광산기계
8474311000,배처 플랜트,Batcher plants,32030901,광산기계
8474319000,기타,Other,32030901,광산기계
8474321000,아스팔트 플랜트,Asphalt plants,32030901,광산기계
8474329000,기타,Other,32030901,광산기계
8474390000,기타,Other,32030901,광산기계
8474801000,주물용 사형의 성형기,Machines for forming foundry moulds of sands,32031801,주조설비
8474802000,조괴기(造塊機)ㆍ형입기와 성형기,"Machinery for agglomerating, moulding or shaping",32031801,주조설비
8474809000,기타,Other,32030901,광산기계
8474900000,부분품,Parts,32030902,광산기계 부품
8475100000,전기램프나 전자램프ㆍ튜브ㆍ밸브ㆍ섬광전구(flashbulb)(외피를 유리로 만든 것으로 한정한다)의 조립기계,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes",32030705,유리가공기계
8475210000,광섬유와 광섬유 예비성형품 제조용 기계,Machines for making optical fibres and preforms thereof,32030705,유리가공기계
8475291000,판유리 제조용,For the manufacture of plate glass,32030705,유리가공기계
8475292000,유리병 제조용,For the manufacture of glass-bottle,32030705,유리가공기계
8475299000,기타,Other,32030705,유리가공기계
8475901000,판유리 제조용,Of machines for the manufacture of plate glass,32030706,가공공작기계 부품
8475902000,광섬유와 광섬유 예비성형품 제조용,Of machines for making optical fibres and preforms thereof,32030706,가공공작기계 부품
8475909000,기타,Other,32030706,가공공작기계 부품
8476210000,가열장치나 냉장장치를 갖춘 것,Incorporating heating or refrigerating devices,32059001,기타 정밀기계
8476290000,기타,Other,32059001,기타 정밀기계
8476810000,가열장치나 냉장장치를 갖춘 것,Incorporating heating or refrigerating devices,32059001,기타 정밀기계
8476891000,식품 자동판매기,For selling foods,32059001,기타 정밀기계
8476894000,화폐 교환기,For money-changing,32059001,기타 정밀기계
8476899000,기타,Other,32059001,기타 정밀기계
8476901000,화폐교환기의 것,Of money-changing machines,32059002,기타 정밀기계 부품
8476909000,기타,Other,32059002,기타 정밀기계 부품
8477101000,고무 공업용,For rubber-industry,32031201,고무·플라스틱 가공기계
8477102000,플라스틱 공업용,For plastic-industry,32031201,고무·플라스틱 가공기계
8477201000,고무 공업용,For rubber-industry,32031201,고무·플라스틱 가공기계
8477202000,플라스틱 공업용,For plastic-industry,32031201,고무·플라스틱 가공기계
8477300000,취입 성형기,Blow moulding machines,32031201,고무·플라스틱 가공기계
8477400000,진공성형기와 그 밖의 열성형기,Vacuum moulding machines and other thermoforming machines,32031201,고무·플라스틱 가공기계
8477510000,공기를 넣는 타이어 성형기나 재생기와 그 밖의 이너튜브(inner tube) 성형기,For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,32031201,고무·플라스틱 가공기계
8477590000,기타,Other,32031201,고무·플라스틱 가공기계
8477800000,그 밖의 기계,Other machinery,32031201,고무·플라스틱 가공기계
8477900000,부분품,Parts,32031202,고무·플라스틱 가공기계 부품
8478100000,기계류,Machinery,32039001,기타 일반기계
8478900000,부분품,Parts,32039002,기타 일반기계 부품
8479101000,모올타르나 콘크리트 살포기,Mortar or concrete spreading machines,32030803,기타 건설 중장비
8479102000,그 밖의 도로공사용 기계,Other road making machines,32030803,기타 건설 중장비
8479109000,기타,Other,32030803,기타 건설 중장비
8479200000,동물성이나 비휘발성인 식물성ㆍ미생물성 지방이나 기름의 추출용ㆍ조제용 기계류,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats or oils,32039001,기타 일반기계
8479300000,"파티클보드(particle board)나 건축용 섬유판(목재나 그 밖의 목질 물질로 제조된 것으로 한정한다)의 제조용 프레스, 목재나 코르크 처리용 그 밖의 기계",Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork,32039001,기타 일반기계
8479400000,로프나 케이블 제조기,Rope or cable-making machines,32039001,기타 일반기계
8479501000,"제8479.81호, 제8479.82호, 제8479.89.9010호, 제8479.89-9030호, 제8479.89-9060호, 제8479.89-9091호의 것","Of subheading 8479.81, 8479.82, HSK 8479.89-9010, 8479.89-9030, 8479.89-9060 or 8479.89-9091",32039001,기타 일반기계
8479502000,제8479.89-9080호의 것,Of HSK 8479.89-9080,32039001,기타 일반기계
8479509000,기타,Other,32039001,기타 일반기계
8479600000,증발식 에어쿨러,Evaporative air coolers,32039001,기타 일반기계
8479710000,공항에서 사용되는 것,Of a kind used in airports,32039001,기타 일반기계
8479790000,기타,Other,32039001,기타 일반기계
8479811000,금속 세척기,Metal scouring machines,32039001,기타 일반기계
0084798120,금속 도금기,Metal plating machines,,
8479812010,반도체 제조용,For the purpose of semiconductor manufacturing,32039001,기타 일반기계
8479812090,기타,Other,32039001,기타 일반기계
8479813000,권선기,Winding machines,32039001,기타 일반기계
8479814000,절연이나 보호재료 피복기,Insulating or protective material covering machines,32039001,기타 일반기계
8479819000,기타,Other,32039001,기타 일반기계
8479821000,혼합기,Mixers,32039001,기타 일반기계
8479822000,파쇄기와 분쇄기,Crushers and grinders,32039001,기타 일반기계
8479823000,균질기,Homogenisers,32039001,기타 일반기계
8479824000,교반기,Agitators,32039001,기타 일반기계
8479829000,기타,Other,32039001,기타 일반기계
8479830000,냉간 등압성형기,Cold isostatic presses,32039001,기타 일반기계
0084798910,가정형의 기기,Machines and mechanical appliances of the household type,,
8479891010,공기청정기(제습 및 가습 기능이 있는 것으로 한정한다),Air purifiers (having functions of humidifying and dehumidifying),12019001,기타 가전제품
8479891090,기타,Other,12019001,기타 가전제품
0084798920,전자부품장착기,Electronic component placement machines ,,
8479892010,인쇄회로조립품 제조에 전용 또는 주로 사용되는 종류의 것,Of a kind used solely or principally for the manufacture of printed circuit assemblies,32039001,기타 일반기계
8479892090,기타,Other,32039001,기타 일반기계
0084798990,기타,Other,,
8479899010,프레스ㆍ압출기,Presses or extruding machines,32039001,기타 일반기계
8479899020,선박용ㆍ어업용 기기,Machines and appliances for ships or fishing industry,31060490,기타 선박용 부품
8479899030,아이레팅(eyeletting)기ㆍ튜불러리베팅(tubular revetting)기,Eyeletting or tubular rivetting machines,32039001,기타 일반기계
8479899050,코팅머신(도포기),Coating machines,32039001,기타 일반기계
8479899060,자동도어 작동기,Auto-door operators,32039001,기타 일반기계
8479899080,조상기(釣上機),Automatic winding machines for fishing,32039001,기타 일반기계
0847989909,기타,Other,,
8479899091,제87류의 차량용,For vehicles of Chapter 87,31060101,자동차 부품
8479899099,기타,Other,32039001,기타 일반기계
0084799010,"제8479.89.10호, 제8479.89.9091호의 것","Of those specified in subheadings 8479.89.10, 8479.89.9091",,
8479901010,냉방기기용(카쿨러의 것을 포함한다),Of air coolers (including parts of carcoolers),32030406,냉난방기계 부품
8479901020,가정형 기기용,Of machines and mechanical appliances of the household type,12019001,기타 가전제품
8479901030,제87류의 차량용,Of vehicles of Chapter 87,31060101,자동차 부품
8479902000,제8479.89-9080호의 것,Of those specified in HSK 8479.89-9080,32039002,기타 일반기계 부품
8479903000,반도체 제조용 기기의 것,Of machines and mechanical appliances for making semi-conductor devices,32050702,반도체제조용장비 부품
8479904000,소호 제8479.7호의 것,Of subheading 8479.7,32050701,반도체제조용장비
0084799050,전자부품장착기의 것,Of electronic component placement machines,,
8479905010,인쇄회로조립품 제조에 전용 또는 주로 사용되는 종류의 것,Of a kind used solely or principally for the manufacture of printed circuit assemblies,32039002,기타 일반기계 부품
8479905090,기타,Other,32039002,기타 일반기계 부품
0084799090,기타,Other,,
8479909010,"토목공사, 건축, 그 밖에 이와 유사한 용도에 사용하는 기계류의 것","Of machinery for public works, building or the like",32030803,기타 건설 중장비
8479909020,동물성이나 비휘발성의 식물성 유지의 추출 및 조제용 기계의 것,Of machinery for the extraction or preparation of animal or fixed vegetable fats or oils,32039002,기타 일반기계 부품
8479909030,"로프, 케이블 제조기의 것",Of rope or cable-making machines,32039002,기타 일반기계 부품
8479909040,금속처리용 기계류의 것,Of machines and appliances for treating metal,32039002,기타 일반기계 부품
8479909050,혼합기ㆍ반죽기ㆍ파쇄기ㆍ분쇄기ㆍ기계식체ㆍ시프팅기ㆍ균질기ㆍ유화기ㆍ교반기의 것,"Of mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines",32039002,기타 일반기계 부품
8479909060,프레스ㆍ압출기의 것,Of presses or extruding machines,32039002,기타 일반기계 부품
8479909070,선박용ㆍ어업 기기의 것,Of machines and appliances of ships or fishing industry,31060490,기타 선박용 부품
8479909090,기타,Other,32039002,기타 일반기계 부품
8480100000,금속 주조용 주형틀,Moulding boxes for metal foundry,32031504,기타 금형
8480200000,주형 베이스,Mould bases,32031504,기타 금형
8480300000,주형 제조용 모형,Moulding patterns,32031504,기타 금형
8480410000,사출식이나 압축식,Injection or compression types,32031502,다이캐스팅 금형
8480490000,기타,Other,32031502,다이캐스팅 금형
8480500000,유리 성형용 주형,Moulds for glass,32031504,기타 금형
8480600000,광물성 물질 성형용 주형,Moulds for mineral materials,32031504,기타 금형
8480710000,사출식이나 압축식,Injection or compression types,32031503,플라스틱 금형
8480790000,기타,Other,32031503,플라스틱 금형
8481100000,감압밸브,Pressure-reducing valves,32020102,밸브
8481201000,유압 전송용 밸브,Valves for oleohydraulic transmissions,32020102,밸브
8481202000,공기압 전송용 밸브,Valves for pneumatic transmissions,32020102,밸브
8481300000,체크(논리턴)밸브,Check (nonreturn) valves,32020102,밸브
8481400000,안전밸브,Safety or relief valves,32020102,밸브
0084818010,그 밖의 밸브,Other valves,,
8481801010,전기 작동식의 것,Electrically operated,32020102,밸브
8481801020,액압 작동식의 것,Hydraulic pressure operated,32020102,밸브
8481801030,그 밖의 자동제어식의 것,Other automatically controlled,32020102,밸브
8481801090,기타,Other,32020102,밸브
8481802000,탭ㆍ코크와 트랩,"Taps, cocks and traps",32020102,밸브
8481809000,기타,Other,32020102,밸브
8481900000,부분품,Parts,32020190,기타 기계요소
8482102000,내경이 100밀리미터 이하인 것,Of the inside diameter not exceeding 100 ㎜,32020103,베어링
8482109000,기타,Other,32020103,베어링
8482200000,원추형 롤러베어링(roller bearing)[콘과 결합된 원추형 롤러베어링(roller bearing)을 포함한다],"Tapered roller bearings, including cone and tapered roller assemblies",32020103,베어링
8482300000,구형 롤러베어링(roller bearing),Spherical roller bearings,32020103,베어링
8482400000,니들 롤러베어링(roller bearing)(케이지와 니들 롤러의 조립품을 포함한다),"Needle roller bearings, including cage and needle roller assemblies",32020103,베어링
8482500000,그 밖의 원통형 롤러베어링(roller bearing)(케이지와 롤러의 조립품을 포함한다),"Other cylindrical roller bearings, including cage and roller assemblies",32020103,베어링
8482800000,그 밖의 베어링[볼베어링(ball bearing)과 롤러베어링(roller bearing)이 결합된 것을 포함한다],"Other, including combined ball/roller bearings",32020103,베어링
8482910000,볼ㆍ니들ㆍ롤러,"Balls, needles and rollers",32020190,기타 기계요소
8482990000,기타,Other,32020190,기타 기계요소
8483101000,항공기용,For aircrafts,31060390,기타 항공기 부품
0084831090,기타,Other,,
8483109010,제87류 차량용,For vehicles of Chapter 87,31060101,자동차 부품
8483109090,기타,Other,32020190,기타 기계요소
8483201000,항공기용,For aircrafts,31060390,기타 항공기 부품
8483209000,기타,Other,32020190,기타 기계요소
8483301000,항공기용,For aircrafts,31060390,기타 항공기 부품
8483309000,기타,Other,32020190,기타 기계요소
0084834010,항공기용,For aircrafts,,
8483401010,롤러 스크루(roller screw),Roller screws,31060390,기타 항공기 부품
8483401090,기타,Other,31060390,기타 항공기 부품
0084834090,기타,Other,,
8483409010,기어,Gear,32020190,기타 기계요소
8483409020,기어박스,Gear boxes,32020190,기타 기계요소
8483409030,무단변속기,Continuously variable transmissions,32020190,기타 기계요소
8483409040,롤러 스크루,Roller screws,32020190,기타 기계요소
8483409050,볼 스크루,Ball screws,32020190,기타 기계요소
8483409090,기타,Other,32020190,기타 기계요소
8483501000,항공기용,For aircrafts,31060390,기타 항공기 부품
8483509000,기타,Other,32020190,기타 기계요소
8483601000,항공기용,For aircrafts,31060390,기타 항공기 부품
8483602000,풍력발전기용,For wind-powered generators,31060390,기타 항공기 부품
8483609000,기타,Other,32020190,기타 기계요소
8483901000,항공기용,For aircrafts,31060390,기타 항공기 부품
8483902000,풍력발전기용,For wind-powered generators,31060390,기타 항공기 부품
8483909000,기타,Other,32020190,기타 기계요소
8484101000,제87류 차량용,For vehicles of Chapter 87,32039001,기타 일반기계
8484109000,기타,Other,32039001,기타 일반기계
8484200000,메커니컬 실(mechanical seal),Mechanical seals,32020190,기타 기계요소
8484900000,기타,Other,32039001,기타 일반기계
8485100000,금속용,By metal deposit,32030702,금속성형가공기계
8485201000,데스크탑 형태의 재료압출방식,Desktop 3D printers operated by material extrusion,32031201,고무·플라스틱 가공기계
8485209000,기타,Other,32031201,고무·플라스틱 가공기계
8485300000,플라스터ㆍ시멘트ㆍ세라믹ㆍ유리용,"By plaster, cement, ceramics or glass deposit",32030705,유리가공기계
8485800000,기타,Other,32039001,기타 일반기계
8485900000,부분품,Parts,32039002,기타 일반기계 부품
8486101000,스핀 드라이어(원심분리방식으로 한정한다),Spin dryers by centrifugal process,32050701,반도체제조용장비
8486102000,단결정 보울(boule)을 성장시키는 기계,Apparatus for growing or pulling monocrystal boules,32050701,반도체제조용장비
0084861030,보울(boule)이나 웨이퍼(wafer)의 가공용 공작기계,Machine-tools for working boules or wafers,,
8486103010,단결정 보울(boule)을 얇게 절단하는 기기,Machines for sawing monocrystal boules into slices,32050701,반도체제조용장비
